127.0.0.1 - - [10/Mar/2026:13:57:02 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [10/Mar/2026:14:55:16 +0900] "POST /pro0310/chap03/process.jsp HTTP/1.1" 200 472
0:0:0:0:0:0:0:1 - - [10/Mar/2026:14:55:24 +0900] "POST /pro0310/chap03/process.jsp HTTP/1.1" 200 472
0:0:0:0:0:0:0:1 - - [10/Mar/2026:14:59:06 +0900] "GET /pro0310/get/getprocess.jsp HTTP/1.1" 200 157
0:0:0:0:0:0:0:1 - - [10/Mar/2026:14:59:50 +0900] "GET /pro0310/get/getprocess.jsp?userName=younghun HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [10/Mar/2026:15:00:26 +0900] "GET /pro0310/get/getprocess.jsp?userName=%ED%97%88%EC%98%81%ED%9B%88 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [10/Mar/2026:15:02:33 +0900] "GET /pro0310/get/getprocess.jsp?userName=%ED%97%88%EC%98%81%ED%9B%88 HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [10/Mar/2026:15:02:54 +0900] "GET /pro0310/get/getprocess.jsp?userName=%ED%97%88%EC%98%81%ED%9B%88&address=%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [10/Mar/2026:15:05:13 +0900] "GET /pro0310/get/getprocess.jsp?userName=%ED%97%88%EC%98%81%ED%9B%88&address=%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C&IT%EA%B2%BD%EC%98%81 HTTP/1.1" 200 235
0:0:0:0:0:0:0:1 - - [10/Mar/2026:15:05:18 +0900] "GET /pro0310/get/getprocess.jsp?userName=%ED%97%88%EC%98%81%ED%9B%88&address=%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C&IT%EA%B2%BD%EC%98%81 HTTP/1.1" 200 235
0:0:0:0:0:0:0:1 - - [10/Mar/2026:15:05:32 +0900] "GET /pro0310/get/getprocess.jsp?userName=%ED%97%88%EC%98%81%ED%9B%88&address=%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C&major=IT%EA%B2%BD%EC%98%81 HTTP/1.1" 200 239
0:0:0:0:0:0:0:1 - - [10/Mar/2026:15:05:39 +0900] "GET /pro0310/get/getprocess.jsp?userName=%ED%97%88%EC%98%81%ED%9B%88&address=%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C&major=IT%20%EA%B2%BD%EC%98%81 HTTP/1.1" 200 240
0:0:0:0:0:0:0:1 - - [10/Mar/2026:15:07:50 +0900] "GET /pro0310/get/getprocess.jsp?userName=%ED%97%88%EC%98%81%ED%9B%88&address=%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C&major=IT%20%EA%B2%BD%EC%98%81 HTTP/1.1" 200 240
